"customer_id","no_of_days_rented","case"
206,"6 days 00:41:00","NO ACTION"
567,"5 days 00:17:00","NO ACTION"
197,"4 days 23:46:00","NO ACTION"
213,"4 days 21:47:00","NO ACTION"
283,"4 days 03:29:00","NO ACTION"
308,"23:04:00","NO ACTION"
373,"4 days 21:52:00","NO ACTION"
481,"4 days 18:20:00","NO ACTION"
348,"2 days 21:08:00","NO ACTION"
593,"9 days 04:58:00","REMINDER EMAIL TO CUSTOMER"
26,"2 days 18:54:00","NO ACTION"
338,"8 days 18:12:00","REMINDER EMAIL TO CUSTOMER"
403,"9 days 02:33:00","REMINDER EMAIL TO CUSTOMER"
406,"1 day 22:49:00","NO ACTION"
528,"8 days 22:33:00","REMINDER EMAIL TO CUSTOMER"
17,"21:02:00","NO ACTION"
487,"7 days 19:05:00","NO ACTION"
179,"1 day 00:48:00","NO ACTION"
126,"8 days 20:58:00","REMINDER EMAIL TO CUSTOMER"
5,"8 days 05:30:00","REMINDER EMAIL TO CUSTOMER"
254,"5 days 23:21:00","NO ACTION"
397,"1 day 22:08:00","NO ACTION"
125,"2 days 02:52:00","NO ACTION"
595,"4 days 19:56:00","NO ACTION"
289,"3 days 18:38:00","NO ACTION"
461,"1 day 00:57:00","NO ACTION"
241,"7 days 21:10:00","NO ACTION"
75,"5 days 19:51:00","NO ACTION"
471,"1 day 19:45:00","NO ACTION"
311,"6 days 05:59:00","NO ACTION"
125,"2 days 05:35:00","NO ACTION"
543,"5 days 18:13:00","NO ACTION"
189,"2 days 00:01:00","NO ACTION"
525,"7 days 05:37:00","NO ACTION"
316,"4 days 05:18:00","NO ACTION"
320,"3 days 23:02:00","NO ACTION"
494,"8 days 18:23:00","REMINDER EMAIL TO CUSTOMER"
549,"9 days 02:21:00","REMINDER EMAIL TO CUSTOMER"
173,"4 days 23:17:00","NO ACTION"
317,"23:54:00","NO ACTION"
243,"2 days 23:20:00","NO ACTION"
264,"2 days 23:00:00","NO ACTION"
424,"7 days 01:33:00","NO ACTION"
170,"2 days 22:27:00","NO ACTION"
215,"4 days 18:29:00","NO ACTION"
235,"6 days 00:14:00","NO ACTION"
299,"4 days 19:15:00","NO ACTION"
227,"6 days 02:41:00","NO ACTION"
294,"3 days 05:46:00","NO ACTION"
356,"5 days 04:48:00","NO ACTION"
535,"4 days 03:05:00","NO ACTION"
246,"6 days 20:29:00","NO ACTION"
342,"4 days 01:58:00","NO ACTION"
200,"9 days 01:06:00","REMINDER EMAIL TO CUSTOMER"
241,"7 days 00:11:00","NO ACTION"
123,"2 days 21:25:00","NO ACTION"
148,"4 days 22:38:00","NO ACTION"
268,"7 days 01:38:00","NO ACTION"
488,"1 day 19:07:00","NO ACTION"
522,"7 days 18:40:00","NO ACTION"
519,"5 days 23:10:00","NO ACTION"
485,"4 days 01:46:00","NO ACTION"
310,"2 days 18:19:00","NO ACTION"
488,"23:53:00","NO ACTION"
68,"5 days 22:45:00","NO ACTION"
436,"4 days 22:11:00","NO ACTION"
365,"23:29:00","NO ACTION"
422,"5 days 04:54:00","NO ACTION"
595,"23:08:00","NO ACTION"
369,"1 day 05:06:00","NO ACTION"
28,"5 days 03:41:00","NO ACTION"
594,"9 days 04:25:00","REMINDER EMAIL TO CUSTOMER"
63,"2 days 05:38:00","NO ACTION"
440,"3 days 21:20:00","NO ACTION"
576,"4 days 22:56:00","NO ACTION"
63,"7 days 19:03:00","NO ACTION"
583,"8 days 21:36:00","REMINDER EMAIL TO CUSTOMER"
30,"6 days 02:03:00","NO ACTION"
261,"1 day 04:54:00","NO ACTION"
579,"8 days 00:14:00","REMINDER EMAIL TO CUSTOMER"
490,"1 day 20:21:00","NO ACTION"
382,"3 days 04:47:00","NO ACTION"
521,"8 days 04:33:00","REMINDER EMAIL TO CUSTOMER"
328,"5 days 21:41:00","NO ACTION"
418,"6 days 00:46:00","NO ACTION"
159,"8 days 00:23:00","REMINDER EMAIL TO CUSTOMER"
471,"7 days 01:16:00","NO ACTION"
58,"3 days 04:38:00","NO ACTION"
116,"6 days 18:38:00","NO ACTION"
167,"5 days 19:42:00","NO ACTION"
377,"3 days 20:26:00","NO ACTION"
485,"4 days 03:13:00","NO ACTION"
346,"2 days 21:22:00","NO ACTION"
37,"6 days 22:43:00","NO ACTION"
358,"2 days 04:30:00","NO ACTION"
405,"2 days 02:30:00","NO ACTION"
385,"23:19:00","NO ACTION"
1,"2 days 20:44:00","NO ACTION"
283,"1 day 00:46:00","NO ACTION"
59,"9 days 01:46:00","REMINDER EMAIL TO CUSTOMER"
233,"4 days 23:47:00","NO ACTION"
193,"3 days 18:03:00","NO ACTION"
145,"5 days 20:43:00","NO ACTION"
526,"7 days 03:03:00","NO ACTION"
115,"1 day 23:54:00","NO ACTION"
35,"6 days 00:53:00","NO ACTION"
22,"5 days 03:00:00","NO ACTION"
302,"5 days 19:58:00","NO ACTION"
347,"4 days 04:21:00","NO ACTION"
568,"5 days 21:09:00","NO ACTION"
141,"1 day 02:45:00","NO ACTION"
197,"2 days 20:49:00","NO ACTION"
415,"3 days 21:32:00","NO ACTION"
235,"6 days 03:44:00","NO ACTION"
499,"2 days 00:53:00","NO ACTION"
574,"8 days 22:38:00","REMINDER EMAIL TO CUSTOMER"
585,"8 days 01:07:00","REMINDER EMAIL TO CUSTOMER"
97,"1 day 04:11:00","NO ACTION"
14,"5 days 05:11:00","NO ACTION"
28,"5 days 05:01:00","NO ACTION"
148,"4 days 19:43:00","NO ACTION"
3,"3 days 02:31:00","NO ACTION"
55,"4 days 00:15:00","NO ACTION"
61,"9 days 00:04:00","REMINDER EMAIL TO CUSTOMER"
468,"4 days 00:24:00","NO ACTION"
502,"4 days 04:15:00","NO ACTION"
464,"8 days 19:15:00","REMINDER EMAIL TO CUSTOMER"
553,"3 days 22:20:00","NO ACTION"
386,"1 day 04:57:00","NO ACTION"
541,"1 day 20:28:00","NO ACTION"
580,"3 days 03:01:00","NO ACTION"
94,"7 days 05:25:00","NO ACTION"
253,"1 day 01:39:00","NO ACTION"
294,"1 day 20:27:00","NO ACTION"
397,"6 days 01:47:00","NO ACTION"
112,"5 days 04:39:00","NO ACTION"
16,"6 days 19:17:00","NO ACTION"
215,"5 days","NO ACTION"
69,"4 days 03:36:00","NO ACTION"
188,"1 day 20:12:00","NO ACTION"
548,"8 days 00:20:00","REMINDER EMAIL TO CUSTOMER"
50,"1 day 20:47:00","NO ACTION"
550,"4 days 20:05:00","NO ACTION"
102,"2 days 00:09:00","NO ACTION"
253,"6 days 22:27:00","NO ACTION"
138,"5 days 02:19:00","NO ACTION"
576,"8 days 05:01:00","REMINDER EMAIL TO CUSTOMER"
38,"7 days 23:29:00","NO ACTION"
411,"2 days 04:59:00","NO ACTION"
360,"6 days 19:04:00","NO ACTION"
7,"6 days 04:43:00","NO ACTION"
445,"2 days 20:42:00","NO ACTION"
546,"7 days 23:23:00","NO ACTION"
12,"7 days 20:00:00","NO ACTION"
565,"18:20:00","NO ACTION"
8,"2 days 03:42:00","NO ACTION"
599,"7 days 05:58:00","NO ACTION"
595,"1 day 21:02:00","NO ACTION"
217,"5 days 23:47:00","NO ACTION"
334,"5 days 19:48:00","NO ACTION"
444,"4 days 01:47:00","NO ACTION"
371,"1 day 19:12:00","NO ACTION"
27,"9 days 02:19:00","REMINDER EMAIL TO CUSTOMER"
130,"2 days 20:05:00","NO ACTION"
436,"8 days 20:34:00","REMINDER EMAIL TO CUSTOMER"
459,"3 days 01:32:00","NO ACTION"
67,"9 days 04:08:00","REMINDER EMAIL TO CUSTOMER"
30,"4 days 02:10:00","NO ACTION"
68,"4 days 23:21:00","NO ACTION"
538,"7 days 22:53:00","NO ACTION"
441,"9 days 02:38:00","REMINDER EMAIL TO CUSTOMER"
519,"3 days 18:26:00","NO ACTION"
89,"7 days 22:17:00","NO ACTION"
475,"6 days 03:09:00","NO ACTION"
72,"8 days 22:50:00","REMINDER EMAIL TO CUSTOMER"
51,"4 days 02:56:00","NO ACTION"
414,"3 days 19:03:00","NO ACTION"
324,"4 days 01:05:00","NO ACTION"
207,"6 days 01:49:00","NO ACTION"
383,"3 days 03:40:00","NO ACTION"
506,"5 days 22:22:00","NO ACTION"
435,"5 days 20:03:00","NO ACTION"
39,"4 days 22:36:00","NO ACTION"
402,"6 days 00:51:00","NO ACTION"
282,"8 days 22:47:00","REMINDER EMAIL TO CUSTOMER"
360,"6 days 18:52:00","NO ACTION"
406,"7 days 00:56:00","NO ACTION"
237,"4 days 01:31:00","NO ACTION"
96,"7 days 18:41:00","NO ACTION"
339,"1 day 05:30:00","NO ACTION"
13,"3 days 20:07:00","NO ACTION"
478,"4 days 02:36:00","NO ACTION"
592,"5 days 23:49:00","NO ACTION"
523,"9 days 02:49:00","REMINDER EMAIL TO CUSTOMER"
378,"6 days 23:48:00","NO ACTION"
277,"7 days 20:34:00","NO ACTION"
349,"6 days 22:18:00","NO ACTION"
133,"2 days 01:17:00","NO ACTION"
183,"8 days 03:55:00","REMINDER EMAIL TO CUSTOMER"
27,"9 days 02:41:00","REMINDER EMAIL TO CUSTOMER"
297,"5 days 20:14:00","NO ACTION"
243,"3 days 00:26:00","NO ACTION"
239,"5 days 02:52:00","NO ACTION"
274,"19:58:00","NO ACTION"
383,"1 day 18:17:00","NO ACTION"
599,"2 days 00:42:00","NO ACTION"
84,"1 day 04:21:00","NO ACTION"
160,"6 days 01:39:00","NO ACTION"
425,"4 days 02:20:00","NO ACTION"
141,"3 days 23:05:00","NO ACTION"
591,"1 day 00:19:00","NO ACTION"
165,"3 days 20:30:00","NO ACTION"
386,"6 days 01:51:00","NO ACTION"
470,"20:48:00","NO ACTION"
566,"7 days 20:35:00","NO ACTION"
498,"3 days 20:33:00","NO ACTION"
468,"6 days 02:39:00","NO ACTION"
50,"8 days 19:20:00","REMINDER EMAIL TO CUSTOMER"
295,"6 days 23:23:00","NO ACTION"
273,"8 days 02:44:00","REMINDER EMAIL TO CUSTOMER"
508,"6 days 01:59:00","NO ACTION"
95,"6 days 22:25:00","NO ACTION"
156,"3 days 03:36:00","NO ACTION"
479,"5 days 00:41:00","NO ACTION"
594,"8 days 21:28:00","REMINDER EMAIL TO CUSTOMER"
21,"5 days 18:06:00","NO ACTION"
40,"2 days 02:24:00","NO ACTION"
401,"21:35:00","NO ACTION"
525,"1 day 22:39:00","NO ACTION"
57,"3 days 05:59:00","NO ACTION"
385,"5 days 18:11:00","NO ACTION"
28,"20:10:00","NO ACTION"
508,"5 days 03:28:00","NO ACTION"
351,"8 days 05:01:00","REMINDER EMAIL TO CUSTOMER"
12,"8 days 01:11:00","REMINDER EMAIL TO CUSTOMER"
137,"7 days 00:54:00","NO ACTION"
380,"8 days 19:24:00","REMINDER EMAIL TO CUSTOMER"
231,"2 days 02:24:00","NO ACTION"
219,"8 days 04:27:00","REMINDER EMAIL TO CUSTOMER"
158,"7 days 01:58:00","NO ACTION"
144,"3 days 00:18:00","NO ACTION"
237,"4 days 02:57:00","NO ACTION"
287,"8 days 03:40:00","REMINDER EMAIL TO CUSTOMER"
114,"3 days 18:27:00","NO ACTION"
23,"7 days 19:51:00","NO ACTION"
584,"4 days 23:57:00","NO ACTION"
587,"7 days 03:05:00","NO ACTION"
196,"5 days 05:35:00","NO ACTION"
125,"6 days 23:23:00","NO ACTION"
24,"3 days 01:54:00","NO ACTION"
130,"7 days 20:17:00","NO ACTION"
503,"2 days 19:11:00","NO ACTION"
162,"8 days 21:32:00","REMINDER EMAIL TO CUSTOMER"
536,"2 days 23:15:00","NO ACTION"
399,"2 days 19:34:00","NO ACTION"
273,"1 day 04:42:00","NO ACTION"
242,"8 days 03:31:00","REMINDER EMAIL TO CUSTOMER"
349,"4 days 18:53:00","NO ACTION"
288,"7 days 02:09:00","NO ACTION"
575,"3 days 19:50:00","NO ACTION"
125,"5 days 03:00:00","NO ACTION"
315,"8 days 04:54:00","REMINDER EMAIL TO CUSTOMER"
13,"8 days 23:36:00","REMINDER EMAIL TO CUSTOMER"
475,"3 days 03:20:00","NO ACTION"
568,"5 days 05:36:00","NO ACTION"
343,"4 days 04:49:00","NO ACTION"
443,"5 days 19:40:00","NO ACTION"
495,"7 days 00:52:00","NO ACTION"
48,"8 days 00:57:00","REMINDER EMAIL TO CUSTOMER"
476,"6 days 02:45:00","NO ACTION"
459,"3 days 01:16:00","NO ACTION"
217,"7 days 02:55:00","NO ACTION"
308,"6 days 21:20:00","NO ACTION"
106,"7 days 21:31:00","NO ACTION"
550,"2 days 05:37:00","NO ACTION"
52,"5 days 22:23:00","NO ACTION"
527,"5 days 22:48:00","NO ACTION"
202,"20:14:00","NO ACTION"
199,"2 days 05:12:00","NO ACTION"
98,"23:23:00","NO ACTION"
479,"7 days 20:41:00","NO ACTION"
108,"6 days 20:36:00","NO ACTION"
400,"1 day 19:46:00","NO ACTION"
408,"1 day 05:18:00","NO ACTION"
160,"3 days 04:51:00","NO ACTION"
574,"7 days 03:31:00","NO ACTION"
511,"8 days 22:03:00","REMINDER EMAIL TO CUSTOMER"
60,"3 days 01:31:00","NO ACTION"
540,"4 days 19:23:00","NO ACTION"
393,"7 days 19:56:00","NO ACTION"
136,"6 days 21:40:00","NO ACTION"
551,"5 days 01:13:00","NO ACTION"
570,"19:22:00","NO ACTION"
89,"3 days 01:34:00","NO ACTION"
582,"8 days 01:52:00","REMINDER EMAIL TO CUSTOMER"
484,"5 days 23:34:00","NO ACTION"
317,"8 days 20:52:00","REMINDER EMAIL TO CUSTOMER"
398,"4 days 00:16:00","NO ACTION"
147,"1 day 03:54:00","NO ACTION"
376,"3 days 23:42:00","NO ACTION"
306,"1 day 23:11:00","NO ACTION"
162,"22:57:00","NO ACTION"
73,"2 days 21:19:00","NO ACTION"
539,"7 days 18:43:00","NO ACTION"
230,"3 days 21:42:00","NO ACTION"
402,"3 days 04:48:00","NO ACTION"
102,"2 days 01:33:00","NO ACTION"
155,"9 days 04:33:00","REMINDER EMAIL TO CUSTOMER"
438,"6 days 05:57:00","NO ACTION"
75,"9 days 03:07:00","REMINDER EMAIL TO CUSTOMER"
362,"6 days 22:59:00","NO ACTION"
587,"1 day 23:40:00","NO ACTION"
586,"2 days 18:03:00","NO ACTION"
272,"8 days 22:36:00","REMINDER EMAIL TO CUSTOMER"
344,"9 days 03:17:00","REMINDER EMAIL TO CUSTOMER"
137,"3 days 04:28:00","NO ACTION"
284,"4 days 00:45:00","NO ACTION"
300,"2 days 18:59:00","NO ACTION"
292,"6 days 23:35:00","NO ACTION"
295,"3 days 03:44:00","NO ACTION"
403,"1 day 20:05:00","NO ACTION"
63,"3 days 22:45:00","NO ACTION"
539,"8 days 19:16:00","REMINDER EMAIL TO CUSTOMER"
52,"8 days 18:58:00","REMINDER EMAIL TO CUSTOMER"
55,"20:42:00","NO ACTION"
494,"1 day 01:10:00","NO ACTION"
257,"1 day 23:13:00","NO ACTION"
158,"3 days 23:52:00","NO ACTION"
594,"2 days 18:24:00","NO ACTION"
520,"19:19:00","NO ACTION"
196,"9 days 00:50:00","REMINDER EMAIL TO CUSTOMER"
36,"2 days 20:25:00","NO ACTION"
46,"3 days 19:05:00","NO ACTION"
267,"1 day 20:21:00","NO ACTION"
583,"7 days 04:37:00","NO ACTION"
286,"8 days 01:24:00","REMINDER EMAIL TO CUSTOMER"
545,"22:18:00","NO ACTION"
77,"6 days 04:28:00","NO ACTION"
57,"1 day 01:07:00","NO ACTION"
245,"6 days 20:32:00","NO ACTION"
79,"8 days 04:20:00","REMINDER EMAIL TO CUSTOMER"
540,"8 days 01:22:00","REMINDER EMAIL TO CUSTOMER"
3,"4 days 05:40:00","NO ACTION"
170,"8 days 03:16:00","REMINDER EMAIL TO CUSTOMER"
183,"3 days 20:46:00","NO ACTION"
292,"5 days 21:32:00","NO ACTION"
279,"8 days 01:49:00","REMINDER EMAIL TO CUSTOMER"
271,"7 days 18:34:00","NO ACTION"
381,"5 days 04:04:00","NO ACTION"
129,"6 days 21:17:00","NO ACTION"
404,"7 days 05:05:00","NO ACTION"
390,"1 day 19:28:00","NO ACTION"
595,"9 days 05:27:00","REMINDER EMAIL TO CUSTOMER"
329,"9 days 04:33:00","REMINDER EMAIL TO CUSTOMER"
376,"2 days 05:09:00","NO ACTION"
435,"6 days 20:13:00","NO ACTION"
112,"5 days 22:39:00","NO ACTION"
192,"3 days 19:15:00","NO ACTION"
64,"7 days 21:20:00","NO ACTION"
368,"8 days 21:20:00","REMINDER EMAIL TO CUSTOMER"
340,"7 days 03:21:00","NO ACTION"
328,"3 days 19:25:00","NO ACTION"
313,"8 days 18:41:00","REMINDER EMAIL TO CUSTOMER"
573,"9 days 04:54:00","REMINDER EMAIL TO CUSTOMER"
208,"3 days 04:31:00","NO ACTION"
561,"9 days 01:20:00","REMINDER EMAIL TO CUSTOMER"
388,"6 days 03:36:00","NO ACTION"
238,"9 days 03:07:00","REMINDER EMAIL TO CUSTOMER"
261,"1 day 22:37:00","NO ACTION"
532,"21:26:00","NO ACTION"
181,"5 days 01:32:00","NO ACTION"
79,"5 days 18:19:00","NO ACTION"
573,"4 days 19:54:00","NO ACTION"
174,"4 days 01:42:00","NO ACTION"
346,"7 days 01:05:00","NO ACTION"
429,"2 days 04:05:00","NO ACTION"
497,"3 days 22:06:00","NO ACTION"
49,"7 days 19:40:00","NO ACTION"
415,"4 days 19:07:00","NO ACTION"
221,"3 days 21:49:00","NO ACTION"
441,"2 days 18:21:00","NO ACTION"
326,"3 days 03:18:00","NO ACTION"
347,"7 days 05:07:00","NO ACTION"
168,"9 days 02:56:00","REMINDER EMAIL TO CUSTOMER"
128,"3 days 02:12:00","NO ACTION"
127,"4 days 22:02:00","NO ACTION"
585,"6 days 18:25:00","NO ACTION"
264,"9 days 02:18:00","REMINDER EMAIL TO CUSTOMER"
513,"20:00:00","NO ACTION"
239,"7 days 23:28:00","NO ACTION"
394,"1 day 22:41:00","NO ACTION"
580,"1 day 20:09:00","NO ACTION"
374,"7 days 01:58:00","NO ACTION"
83,"4 days 18:00:00","NO ACTION"
378,"1 day 04:57:00","NO ACTION"
261,"6 days 19:48:00","NO ACTION"
195,"5 days 02:42:00","NO ACTION"
109,"23:47:00","NO ACTION"
376,"4 days 01:06:00","NO ACTION"
442,"5 days 21:43:00","NO ACTION"
482,"6 days 20:18:00","NO ACTION"
421,"3 days 01:40:00","NO ACTION"
347,"7 days 04:28:00","NO ACTION"
559,"6 days 01:46:00","NO ACTION"
424,"4 days 20:33:00","NO ACTION"
178,"7 days 03:27:00","NO ACTION"
64,"7 days 20:42:00","NO ACTION"
412,"5 days 19:08:00","NO ACTION"
311,"9 days 02:02:00","REMINDER EMAIL TO CUSTOMER"
356,"6 days 01:52:00","NO ACTION"
590,"1 day 03:03:00","NO ACTION"
461,"6 days 22:31:00","NO ACTION"
519,"8 days 05:30:00","REMINDER EMAIL TO CUSTOMER"
549,"5 days 05:16:00","NO ACTION"
5,"8 days 04:51:00","REMINDER EMAIL TO CUSTOMER"
143,"4 days 22:07:00","NO ACTION"
151,"21:20:00","NO ACTION"
462,"2 days 02:16:00","NO ACTION"
251,"3 days 04:05:00","NO ACTION"
179,"19:13:00","NO ACTION"
199,"5 days 03:54:00","NO ACTION"
560,"5 days 00:49:00","NO ACTION"
586,"1 day 05:53:00","NO ACTION"
538,"1 day 22:09:00","NO ACTION"
359,"22:15:00","NO ACTION"
168,"7 days 18:47:00","NO ACTION"
453,"6 days 21:43:00","NO ACTION"
277,"2 days 19:10:00","NO ACTION"
218,"8 days 20:47:00","REMINDER EMAIL TO CUSTOMER"
316,"8 days 05:32:00","REMINDER EMAIL TO CUSTOMER"
428,"8 days 02:45:00","REMINDER EMAIL TO CUSTOMER"
519,"1 day 01:18:00","NO ACTION"
204,"23:18:00","NO ACTION"
120,"8 days 19:00:00","REMINDER EMAIL TO CUSTOMER"
27,"8 days 19:07:00","REMINDER EMAIL TO CUSTOMER"
587,"9 days 00:48:00","REMINDER EMAIL TO CUSTOMER"
122,"5 days 03:33:00","NO ACTION"
112,"5 days 21:07:00","NO ACTION"
367,"3 days 00:51:00","NO ACTION"
229,"5 days 21:21:00","NO ACTION"
530,"4 days 19:00:00","NO ACTION"
566,"2 days 21:01:00","NO ACTION"
432,"6 days 22:24:00","NO ACTION"
159,"1 day 23:03:00","NO ACTION"
283,"3 days 18:07:00","NO ACTION"
291,"7 days 20:48:00","NO ACTION"
139,"3 days 04:01:00","NO ACTION"
332,"21:41:00","NO ACTION"
25,"5 days 23:06:00","NO ACTION"
209,"4 days 20:09:00","NO ACTION"
64,"5 days 05:03:00","NO ACTION"
24,"2 days 05:19:00","NO ACTION"
472,"9 days 03:15:00","REMINDER EMAIL TO CUSTOMER"
346,"20:25:00","NO ACTION"
53,"6 days 05:26:00","NO ACTION"
564,"3 days 02:10:00","NO ACTION"
304,"21:18:00","NO ACTION"
183,"3 days 23:05:00","NO ACTION"
264,"5 days 05:50:00","NO ACTION"
111,"18:36:00","NO ACTION"
236,"5 days 01:48:00","NO ACTION"
10,"4 days 19:56:00","NO ACTION"
153,"6 days 00:58:00","NO ACTION"
521,"6 days 05:52:00","NO ACTION"
63,"9 days 05:56:00","REMINDER EMAIL TO CUSTOMER"
538,"7 days 19:40:00","NO ACTION"
388,"5 days 22:57:00","NO ACTION"
175,"5 days 01:52:00","NO ACTION"
545,"7 days 02:02:00","NO ACTION"
494,"9 days 02:48:00","REMINDER EMAIL TO CUSTOMER"
241,"7 days 18:46:00","NO ACTION"
309,"2 days 03:19:00","NO ACTION"
29,"2 days 20:54:00","NO ACTION"
138,"7 days 19:22:00","NO ACTION"
342,"5 days 20:47:00","NO ACTION"
309,"1 day 02:03:00","NO ACTION"
572,"8 days 03:20:00","REMINDER EMAIL TO CUSTOMER"
95,"2 days 23:03:00","NO ACTION"
128,"5 days 18:58:00","NO ACTION"
211,"1 day 20:05:00","NO ACTION"
463,"4 days 20:07:00","NO ACTION"
342,"3 days 19:14:00","NO ACTION"
342,"1 day 00:37:00","NO ACTION"
85,"3 days 23:13:00","NO ACTION"
157,"3 days 23:18:00","NO ACTION"
199,"3 days 05:47:00","NO ACTION"
569,"4 days 22:10:00","NO ACTION"
40,"7 days 02:30:00","NO ACTION"
576,"2 days 00:59:00","NO ACTION"
573,"2 days 05:44:00","NO ACTION"
191,"2 days 22:46:00","NO ACTION"
101,"5 days 03:59:00","NO ACTION"
373,"2 days 22:03:00","NO ACTION"
537,"5 days 21:21:00","NO ACTION"
363,"7 days 19:51:00","NO ACTION"
151,"4 days 19:07:00","NO ACTION"
578,"1 day 20:21:00","NO ACTION"
573,"9 days 01:26:00","REMINDER EMAIL TO CUSTOMER"
506,"1 day 18:23:00","NO ACTION"
369,"3 days 05:14:00","NO ACTION"
503,"4 days 23:13:00","NO ACTION"
40,"7 days 03:20:00","NO ACTION"
579,"2 days 23:36:00","NO ACTION"
363,"8 days 20:36:00","REMINDER EMAIL TO CUSTOMER"
427,"5 days 23:49:00","NO ACTION"
576,"8 days 03:40:00","REMINDER EMAIL TO CUSTOMER"
225,"7 days 18:09:00","NO ACTION"
321,"1 day 05:38:00","NO ACTION"
428,"1 day 19:53:00","NO ACTION"
129,"8 days 03:17:00","REMINDER EMAIL TO CUSTOMER"
432,"1 day 03:52:00","NO ACTION"
85,"18:57:00","NO ACTION"
124,"5 days 01:18:00","NO ACTION"
15,"1 day 03:57:00","NO ACTION"
243,"7 days 01:13:00","NO ACTION"
79,"1 day 01:33:00","NO ACTION"
555,"8 days 23:50:00","REMINDER EMAIL TO CUSTOMER"
414,"3 days 00:10:00","NO ACTION"
304,"8 days 19:33:00","REMINDER EMAIL TO CUSTOMER"
225,"1 day 03:23:00","NO ACTION"
195,"18:05:00","NO ACTION"
180,"3 days 18:50:00","NO ACTION"
104,"5 days 22:45:00","NO ACTION"
579,"1 day 21:12:00","NO ACTION"
30,"4 days 00:35:00","NO ACTION"
543,"20:45:00","NO ACTION"
576,"2 days 03:10:00","NO ACTION"
244,"7 days 02:52:00","NO ACTION"
323,"5 days 22:27:00","NO ACTION"
13,"1 day 20:35:00","NO ACTION"
570,"3 days 01:21:00","NO ACTION"
454,"9 days 03:46:00","REMINDER EMAIL TO CUSTOMER"
470,"2 days 02:46:00","NO ACTION"
445,"4 days 23:30:00","NO ACTION"
91,"3 days 04:44:00","NO ACTION"
437,"8 days 04:24:00","REMINDER EMAIL TO CUSTOMER"
373,"7 days 02:26:00","NO ACTION"
128,"7 days 23:02:00","NO ACTION"
513,"8 days 22:41:00","REMINDER EMAIL TO CUSTOMER"
377,"7 days 19:14:00","NO ACTION"
443,"2 days 05:26:00","NO ACTION"
153,"2 days 21:37:00","NO ACTION"
478,"9 days 03:58:00","REMINDER EMAIL TO CUSTOMER"
424,"4 days 21:50:00","NO ACTION"
481,"4 days 20:29:00","NO ACTION"
536,"6 days 20:05:00","NO ACTION"
526,"1 day 19:42:00","NO ACTION"
597,"1 day 00:52:00","NO ACTION"
115,"3 days 19:10:00","NO ACTION"
318,"8 days 23:35:00","REMINDER EMAIL TO CUSTOMER"
129,"8 days 21:50:00","REMINDER EMAIL TO CUSTOMER"
565,"6 days 19:51:00","NO ACTION"
332,"3 days 02:43:00","NO ACTION"
287,"9 days 00:07:00","REMINDER EMAIL TO CUSTOMER"
323,"18:26:00","NO ACTION"
578,"5 days 20:21:00","NO ACTION"
325,"2 days 20:50:00","NO ACTION"
96,"2 days 19:58:00","NO ACTION"
126,"4 days 04:04:00","NO ACTION"
381,"4 days 01:08:00","NO ACTION"
442,"4 days 02:28:00","NO ACTION"
333,"4 days 01:47:00","NO ACTION"
491,"3 days 04:06:00","NO ACTION"
58,"9 days 00:23:00","REMINDER EMAIL TO CUSTOMER"
112,"23:13:00","NO ACTION"
111,"23:59:00","NO ACTION"
268,"4 days 22:39:00","NO ACTION"
379,"7 days 02:31:00","NO ACTION"
204,"5 days 19:20:00","NO ACTION"
222,"6 days 22:56:00","NO ACTION"
388,"4 days 18:22:00","NO ACTION"
118,"6 days 21:49:00","NO ACTION"
50,"2 days 18:18:00","NO ACTION"
244,"6 days 05:13:00","NO ACTION"
267,"5 days 01:07:00","NO ACTION"
457,"3 days 03:04:00","NO ACTION"
230,"5 days 20:31:00","NO ACTION"
74,"5 days 00:31:00","NO ACTION"
39,"7 days 03:32:00","NO ACTION"
223,"7 days 03:17:00","NO ACTION"
598,"4 days 00:39:00","NO ACTION"
336,"5 days 01:08:00","NO ACTION"
237,"20:50:00","NO ACTION"
230,"7 days 22:39:00","NO ACTION"
237,"3 days 05:21:00","NO ACTION"
274,"2 days 19:19:00","NO ACTION"
42,"7 days 23:44:00","NO ACTION"
390,"4 days 00:15:00","NO ACTION"
333,"3 days 03:27:00","NO ACTION"
517,"8 days 20:30:00","REMINDER EMAIL TO CUSTOMER"
41,"6 days 01:48:00","NO ACTION"
495,"18:18:00","NO ACTION"
123,"19:15:00","NO ACTION"
148,"3 days 21:55:00","NO ACTION"
58,"5 days 03:10:00","NO ACTION"
270,"5 days 23:57:00","NO ACTION"
325,"3 days 02:35:00","NO ACTION"
353,"2 days 04:11:00","NO ACTION"
520,"2 days 04:35:00","NO ACTION"
584,"5 days 03:19:00","NO ACTION"
69,"3 days 04:57:00","NO ACTION"
469,"7 days 23:51:00","NO ACTION"
555,"9 days 04:37:00","REMINDER EMAIL TO CUSTOMER"
19,"8 days 20:06:00","REMINDER EMAIL TO CUSTOMER"
151,"3 days 04:43:00","NO ACTION"
486,"3 days 20:20:00","NO ACTION"
62,"4 days 03:00:00","NO ACTION"
443,"5 days 23:57:00","NO ACTION"
76,"19:32:00","NO ACTION"
449,"6 days 03:08:00","NO ACTION"
528,"6 days 02:17:00","NO ACTION"
392,"2 days 03:51:00","NO ACTION"
205,"6 days 05:19:00","NO ACTION"
